id	displayName	birthName	birthDate	birthLocation	heightCm	primaryProfessions	primaryImageUrl	biography
nm2034464	Riccardo Papa					director|producer|writer		Riccardo Papa is known for L'oro di Matera (2018), Orlando e i Liviatani and Lacrima di Luna (2007).
nm1671974	Wael Ihsan					actor|director		Wael Ihsan is known for The Student Cop (2004), Gawazah Miri (2014) and Life's Speed Bump (2006).
nm0557975	Tomas Masin		1966-02-22	Prague, Czechoslovakia [now Czech Republic]		art_director|director|writer	https://m.media-amazon.com/images/M/MV5BYzE2ZTQ0MTQtM2IyZS00MmI2LWE2YjUtNmY5YTBmNzBmZjA1XkEyXkFqcGc@._V1_.jpg	Tomas Masin was born on 22 February 1966 in Prague, Czechoslovakia [now Czech Republic]. He is a director and art director, known for 3 Seasons in Hell (2009), Unspoken (2023) and Brothers (2023).
nm0669704	Raoul Peck			Port-au-Prince, Haiti		director|producer|writer	https://m.media-amazon.com/images/M/MV5BMTQ2OTYzNjkzOV5BMl5BanBnXkFtZTcwODg2NTE4Nw@@._V1_.jpg	Raoul Peck was born in Port-au-Prince, Haiti. He is a director and writer, known for Le Voyage and The Black General.
nm0583206	Johannes Meyer		1888-08-13	Brieg, Silesia, Germany		assistant_director|director|writer		Johannes Meyer was born on 13 August 1888 in Brieg, Silesia, Germany. He was a director and writer, known for Ehe in Dosen (1939), Der Wilderer (1926) and Das Rheinlandmädel (1930). He died on 25 January 1976 in Marburg, West Germany.
nm0334710	Fredde Granberg		1970-11-11		183	actor|director|writer	https://m.media-amazon.com/images/M/MV5BN2Y4NTM3YjgtZmVlZS00NTYwLWEzYzQtZWNmMjQwZDhkZmY5XkEyXkFqcGc@._V1_.jpg	Fredde Granberg was born on 11 November 1970. He is an actor and writer, known for Byhåla (1991), Byhåla 3 (1993) and Hem till Midgård (2003).
nm0342176	Pierre Grimblat	Pierre Motel Grinblatt	1922-07-08	Paris, France		actor|producer|writer		Pierre Grimblat was born on 8 July 1922 in Paris, France. He was a writer and producer, known for How Not to Rob a Department Store (1965), Lisa (2001) and Me faire ça à moi (1961). He was married to Elizabeth Royer-Grimblat. He died on 4 June 2016 in Paris, France.
nm0331618	Bernard Gosselin		1934-10-05	Drummondville, Québec, Canada		camera_department|cinematographer|director	https://m.media-amazon.com/images/M/MV5BNzU4Nzg3Y2ItODI2Ny00YjU4LThmZDktYzMwMzkxZjE2MTU4XkEyXkFqcGc@._V1_.jpg	Bernard Gosselin was born on 5 October 1934 in Drummondville, Québec, Canada. He was a cinematographer and director, known for The Christmas Martian (1971), César et son canot d'écorce (1971) and Le canot à Renald à Thomas (1980). He died on 20 March 2006 in Saint-Bernard-de-Lacolle, Québec, Canada.
nm0459567	León Klimovsky	León Klimovsky Dulfano	1906-10-16	Buenos Aires, Argentina		actor|director|writer	https://m.media-amazon.com/images/M/MV5BMGQ0NzcyMDktOTg3My00ODZmLTgzZGYtZDdkZDE5OGI0NmY0XkEyXkFqcGc@._V1_.jpg	León Klimovsky was born on 16 October 1906 in Buenos Aires, Argentina. He was a director and writer, known for La paz empieza nunca (1960), La pícara molinera (1955) and Salto a la gloria (1959). He was married to Inés de Tolosa. He died on 8 April 1996 in Madrid, Spain.
nm4336205	Tong Xu					cinematographer|director|editor		"Born in Beijing. Graduated from Communication University of China. From 2008 to 2010, he completed documentary films ""Wheat Harvest"", ""Fortune Teller"", and ""Shattered"", collectively known as the ""Trilogy of Vagrants"". The film depicts the suffering and dignity of the people at the bottom of contemporary Chinese society. After that, he completed documentaries such as ""Four Brothers"", ""Pig Eyes"", ""Two Shovels"" and ""Barefoot Doctor"". Participated in many film festivals, film exhibitions and won multiple awards, including IDFA, Göteborg FF, IFFR, Montreal IDF, Taipei Film Festival, Shanghai IFF, Busan IFF."
nm0875012	Alkinos Tsilimidos					director|producer|writer		Alkinos Tsilimidos is known for Everynight... Everynight (1994), Tom White (2004) and Blind Company (2009).
nm1939445	Tim Postins		1975-05-08	Kingston-upon-Thames, Surrey, England, UK		director|producer|writer		Tim Postins was born on 8 May 1975 in Kingston-upon-Thames, Surrey, England, UK. Tim is a producer and writer, known for 007: Licence to Drive (2021), Tom Hanks: A League of His Own (2016) and Face 2 Face (2010).
nm0412021	Aleksandr Vasilyevich Ivanov		1899-05-05	Russia		animation_department|director|writer		Aleksandr Vasilyevich Ivanov was born on 5 May 1899 in Russia. He was a director and writer, known for The Quartet (1947), A Forest Tale (1956) and The Titmouse (1944). He died on 13 March 1959 in Russia.
nm1761358	Gabriel Nuncio	Gabriel Nuncio Flores	1979-08-07	Monterrey, Nuevo León, Mexico		actor|producer|writer	https://m.media-amazon.com/images/M/MV5BNjhiNGEyOWUtYmFkZi00ODQzLTgzZDAtZGY4YjQ0ZDkwZWIwXkEyXkFqcGc@._V1_.jpg	Born in Monterrey, Nuevo León, Nuncio is a director, producer, screenwriter and recurring actor, in addition to having been a stand-up comedian for several years. His career as a producer began with Victoria para chino (director Cary Fukunaga); his first film, Cumbres, premiered at South by Southwest in 2014. He is screenwriter of Los Herederos; he has also been producer and executive producer of feature films such as Territorio (Andrés Clariond), Vaquero del mediodía (Diego Enrique Osorno), Ya no estoy aquí (Fernando Frías) and El norte sobre el vacío (Alejandra Márquez Abella, in pre-production), also co-written by him.
nm0151726	Jen-Chieh Chang					actor|director|writer	https://m.media-amazon.com/images/M/MV5BZTY5M2RlN2ItODc3Mi00NzU0LWEzZjYtZjc0OTI2MzYyNWZiXkEyXkFqcGc@._V1_.jpg	Jen-Chieh Chang is known for Hei dao nu ba wang (1992), Yu hai qing chou (1992) and Noodles Not for Eating (1996).
nm0398447	Austin Hoyt		1937-06-20	Buffalo, New York, USA		director|producer|writer		Austin Hoyt was born on 20 June 1937 in Buffalo, New York, USA. He is a producer and writer, known for American Experience (1988), The Richest Man in the World: Andrew Carnegie (1997) and Enterprise (1981). He has been married to Felicity Forbes Barber since 28 August 2004.
nm0203996	Leonard Kirtman		1939-05-10	New York, USA		director|producer|writer		Leonard Kirtman was born on 10 May 1939 in New York, USA. He is a producer and director.
nm2312182	Adam Beamer		1980-08-29	Harrisburg, Pennsylvania, USA	202	editor|editorial_department|producer		Adam Beamer was born on 29 August 1980 in Harrisburg, Pennsylvania, USA. He is an editor and producer, known for Knock Knock Who's There (2008), Armed Response (2013) and $50K and a Call Girl: A Love Story (2014).
nm2356332	Alessandro Angulo					cinematographer|director|producer		Alessandro Angulo is known for The Accidental Twins (2024), Los hombres también lloran (2015) and Bluff (2007).
nm0929621	Marc Willard					assistant_director|director|miscellaneous		Marc Willard is known for HotNews.nl (2005), Smeris (2014) and Baantjer (1995).
nm1706767	Jonah Hill	Jonah Hill Feldstein	1983-12-20	Los Angeles, California, USA	170	actor|producer|writer	https://m.media-amazon.com/images/M/MV5BMTUyNDU0NzAwNl5BMl5BanBnXkFtZTcwMzQxMzIzNw@@._V1_.jpg	Jonah Hill was born and raised in Los Angeles, the son of Sharon Feldstein (née Chalkin), a fashion designer and costume stylist, and Richard Feldstein, a tour accountant for Guns N' Roses. He is the brother of music manager Jordan Feldstein and actress Beanie Feldstein. He graduated from Crossroads School in Santa Monica and went on to The New School in New York to study drama.  He began writing and performing in plays while at college in New York, and managed to get himself introduced to Dustin Hoffman, through whom he got an audition for his first film role in I Heart Huckabees (2004). A succession of increasingly high-profile film and TV parts followed until he eventually landed one of the starring roles in the teen hit, Superbad (2007). Continuing to write and act, more roles followed as well as popular appearances on US TV talk shows.
nm2097923	Pawel Czarzasty		1977-07-20	Gdynia, Pomorskie, Poland		actor|director|editor		Pawel Czarzasty was born on 20 July 1977 in Gdynia, Pomorskie, Poland. He is a director and editor, known for Raz, jeszcze raz (2020), Komisarz Blond i Oko Sprawiedliwosci (2012) and 1409. Afera na zamku Bartenstein (2005).
nm1047532	Brian Kirk		1968	Armagh, Ireland		director|producer		Brian Kirk was born in 1968 in Armagh, Ireland. He is a director and producer, known for 21 Bridges (2019), Game of Thrones (2011) and Luther (2010).
nm0177328	Victor Cook					art_department|director|producer		Victor Cook is known for Stretch Armstrong & the Flex Fighters (2017), The Spectacular Spider-Man (2008), and Scooby-Doo! Mystery Incorporated (2010). He previously worked as a storyboard artist, director, and producer at Disney Television Animation from 1990-2008. During this time, he was a storyboard artist for the cult favorite, Gargoyles. After an eighteen-year tenure at Disney TV Animation, Cook went on to direct Hellboy: Blood and Iron, The Spectacular Spider-Man, and Ben 10: Destroy All Aliens.
nm2446859	Don Max		1980-11-16	Kerala, India		director|editor|editorial_department	https://m.media-amazon.com/images/M/MV5BMzExMGU2ZjItMTIzZC00NjQzLWFhZDQtZmUxMWEwNTlhNGNkXkEyXkFqcGc@._V1_.jpg	Don Max was born on 16 November 1980 in Kerala, India. He is an editor and director, known for 10 Kalpanakal (2016), AT - Welcome to the Dark Side (2026) and Ayyappanum Koshiyum (2020).
nm2683602	Stéphane Demoustier		1977	Lille, Nord, France		director|producer|writer	https://m.media-amazon.com/images/M/MV5BMjA3NzgyMjI3MF5BMl5BanBnXkFtZTgwMzA4NDI0MjE@._V1_.jpg	Stéphane Demoustier was born in 1977 in Lille, Nord, France. He is a producer and director, known for The Girl with a Bracelet (2019), The Great Arch (2025) and Cléo & Paul (2018).
nm9639631	Emile Ghessen					director|editor|writer		Emile Ghessen is known for Robin Hood Complex (2017), Robin Hood Complex: Europe's Forgotten War (2019) and 45 Days: The Fight for a Nation (2021).
nm15661782	Shantanu Moitra					composer|director|music_department		Shantanu Moitra is known for 3 Idiots (2017).
nm0006854	Roger Spottiswoode		1945-01-05	Ottawa, Ontario, Canada		director|editorial_department|producer	https://m.media-amazon.com/images/M/MV5BMTMwNDM0OTk5MF5BMl5BanBnXkFtZTcwNTg0MDAxMw@@._V1_.jpg	Roger Spottiswoode was born on 5 January 1945 in Ottawa, Ontario, Canada. He is a director and producer, known for 48 Hrs. (1982), The 6th Day (2000) and Shoot to Kill (1988). He was previously married to Holly Palance.
nm0305850	Salvador García Ruiz		1963	Madrid, Madrid, Spain		assistant_director|director|writer		Salvador García Ruiz was born in 1963 in Madrid, Madrid, Spain. He is a director and assistant director, known for El otro barrio (2000), Las voces de la noche (2003) and Mensaka (1998).
nm0091807	Mikhail Bogin	Mikhail Sinayevich Bogin	1936-04-04	Kharkiv, Ukrainian SSR, USSR [now Kharkiv, Ukraine]		actor|director|writer		Mikhail Bogin was born on 4 April 1936 in Kharkiv, Ukrainian SSR, USSR [now Kharkiv, Ukraine]. He is a director and writer, known for A Ballad of Love (1965), A Ballad of Love (1971) and Zosya (1967).
nm0360766	Ed Hansen		1937-01-30	Minnesota, USA		director|editor|writer		Ed Hansen was born on 30 January 1937 in Minnesota, USA. Ed was an editor and writer, known for 9½ Weeks (1986), Cyber-C.H.I.C. (1990) and Hell's Belles (1995). Ed was married to Rose Mary Hansen. Ed died on 16 December 2005 in Antioch, California, USA.
nm3241556	Rob Silvestri					animation_department|director|miscellaneous		Rob Silvestri is known for Ormie (2010), 9 (2009) and Gnomeo & Juliet (2011).
nm0325790	Henrique Goldman					director|producer|writer	https://m.media-amazon.com/images/M/MV5BNzNhZTRjMTAtN2ZhMC00MzA3LTk1ZGMtODAwZDEyMDZhNmE2XkEyXkFqcGc@._V1_.jpg	Henrique Goldman is known for Jean Charles (2009), Princesa (2001) and 492: A Man Called Death (2017).
nm0657484	Euzhan Palcy			Saint-Joseph, Martinique, France		director|producer|writer	https://m.media-amazon.com/images/M/MV5BMTIyMTUyMzE0Ml5BMl5BanBnXkFtZTYwMTk0MzEz._V1_.jpg	Euzhan Palcy was born in Saint-Joseph, Martinique, France. Euzhan is a writer and director, known for Siméon (1992), Sugar Cane Alley (1983) and A Dry White Season (1989).
nm0325760	Daniel Goldman					director|producer|sound_department		Daniel Goldman is known for A Labor of Love (1976).
nm2101280	Ceon Forte					director|producer		Ceon Forte is known for A Get2Gether (2005).
nm0280745	Stefan Fjeldmark	Stefan Alvaro Fjeldmark	1964-01-06			animation_department|assistant_director|director		Stefan Fjeldmark was born on 6 January 1964. He is a director and assistant director, known for Terkel in Trouble (2004), A Fish Tale (2000) and Asterix and the Vikings (2006).
nm0865572	Maria Sole Tognazzi		1971-05-02	Rome, Lazio, Italy		assistant_director|director|writer	https://m.media-amazon.com/images/M/MV5BMTQ5Mjk5Mjg3NF5BMl5BanBnXkFtZTgwMDMwMTUzMjE@._V1_.jpg	Maria Sole Tognazzi was born on 2 May 1971 in Rome, Lazio, Italy. She is a director and assistant director, known for A Five Star Life (2013), Me, Myself & Her (2015) and Passato prossimo (2003).
nm0213983	David DeCoteau	David Leonard DeCoteau	1962-01-05	Portland, Oregon, USA	174	director|producer	https://m.media-amazon.com/images/M/MV5BMjEyNDUxNjQyMV5BMl5BanBnXkFtZTgwMDczOTM5MTE@._V1_.jpg	A dual citizen of Canada and the USA, David DeCoteau has worked professionally in the movie business since he was 18 years old. He got his start through a generous offer from movie legend Roger Corman, who hired him in 1980 as a production assistant at New World Pictures. In 1986, DeCoteau directed and produced his first feature film for another generous film legend, Charles Band. DeCoteau has gone on to produce and direct more than 170 motion pictures over the past forty years. His passion lies in the creation of popular genre programming made for world consumption. DeCoteau's experience in creating content in countries all over the world makes him a proven choice for exceptionally challenging movie projects. He resides in British Columbia, Canada and Hollywood, California.
nm0161242	Jung Ji-woo		1968-05-07	South Korea		director|editor|writer		Jung Ji-woo was born on 7 May 1968 in South Korea. He is a director and writer, known for A Muse (2012), Tune in for Love (2019) and Happy End (1999).
nm1971142	Job Roggeveen					composer|director|writer		Job Roggeveen is known for A Single Life (2014), (Otto) (2015) and Quota (2024).
nm3951994	Adrian Powers					director|editor|writer	https://m.media-amazon.com/images/M/MV5BNzRkNzA5ODUtZDlkMC00OGYwLTgyNTctMGZhOTNhNWZiYWNkXkEyXkFqcGc@._V1_.jpg	"Adrian Powers is an Australian filmmaker whose work has screened at major international festivals including Cannes, Austin, and Venice. Described by Ridley Scott as ""a talent for the industry to watch,"" he graduated from the International Film School Sydney before making his debut feature, the WWI action thriller ‘Forbidden Ground’, later acquired by Lionsgate Films. He has since co-written and directed a range of successful films, including the internationally popular ‘A Royal in Paradise’ trilogy and the global #1 hit ‘Love is in the Air’ on Netflix. In addition to directing, Adrian has edited fifteen feature films and co-written multiple episodes of the Netflix original series ‘Dive Club’. His short film ‘Brolga’ received critical acclaim and was selected for preservation by the National Film and Sound Archive of Australia. Beyond film and television, his commercial work includes campaigns for leading global brands such as Apple, Qantas, Uber, Yves Saint Laurent, The Guardian, Lonely Planet, and Google. Adrian holds Australian and Italian citizenship and is based in Sydney, Australia."
nm1103151	Carlos Nader					director|producer|writer		Carlos Nader is known for A Paixão de JL (2015), Eduardo Coutinho, 7 de Outubro (2013) and Homem Comum (2015).
nm10146272	Lisa Malloy					cinematographer|director|editor	https://m.media-amazon.com/images/M/MV5BYmI0NTVlMmUtOTdkMy00NDVhLWI0YTQtN2Y1MzU1ODZlZjYwXkEyXkFqcGc@._V1_.jpg	Lisa Malloy is known for A Shape of Things to Come (2020).
nm0235822	Chris Dowling	Christopher Brian Dowling		Flowood, Mississippi, USA		director|producer|writer	https://m.media-amazon.com/images/M/MV5BMjI3MDJiYWEtMzcxYS00NjI3LWFhNDItYzI1ODRhN2FlNDdhXkEyXkFqcGc@._V1_.jpg	Chris Dowling was born in Flowood, Mississippi, USA. He is a director and writer, known for Blue Miracle (2021), Acidman (2022) and Where Hope Grows (2014).
nm0396284	Hsiao-Hsien Hou		1947-04-08	Meixian, Guangdong, China		director|producer|writer	https://m.media-amazon.com/images/M/MV5BMjE3MDQzNTExNF5BMl5BanBnXkFtZTcwMDEyNDc3MQ@@._V1_.jpg	"Of the ten films that Hsiao-Hsien Hou directed between 1980 and 1989, seven received best film or best director awards from prestigious international films festivals in Venice, Berlin, Hawaii, and the Festival of the Three Continents in Nantes. In a 1988 worldwide critics' poll, Hou was championed as ""one of the three directors most crucial to the future of cinema.""  Hou's birthplace, a county in Kuangtung Province, had been well-known as an intellectual center in China. In 1948, his family moved to Taiwan and, like all children raised there, he went through an extremely demanding educational system. In 1969, he studied film at the National Taiwan Arts Academy. After graduation in 1972, he worked briefly as a salesman. Later he began his film career as a scriptwriter and assistant director.  Hou's films are often concerned with his experiences of growing up in rural Taiwan in the 1950s and 1960s. The 1950s marked a time in which refugee families from the mainland were struggling painfully for survival, while the 1960s saw the beginning of the most significant social change in modern Taiwan. The economic boom of that period meant the beginning of Western-style industrialization and urbanization. The normal frustrations of growing up were aggravated by these complicated changes, and Hou's films are intimate expressions of those experiences.  His emotionally charged work is replete with highly nostalgic images and beautiful compositions; their power lies in his total identification with the past and the fate of families who suffered through difficult times. His stories, often written in collaboration with scriptwriters T'ien-wen Chu and Nien-Jen Wu, depict the complex intertwining of the different strands that shape the lives of individuals. In a poetic yet relaxed style, they reflect a deep sympathy and a profound humanism."
nm0000813	Tex Avery	Frederick Bean Avery	1908-02-26	Taylor, Texas, USA	168	actor|director|writer	https://m.media-amazon.com/images/M/MV5BNzU1ZjU0MDctY2RhZi00NmExLWJkMTItODFmMzQ5ZmY0NDEwXkEyXkFqcGc@._V1_.jpg	"Tex Avery was a descendant of Judge Roy Bean and Daniel Boone, but all his grandma ever told him about it was ""Don't ever mention you are kin to Roy Bean. He's a no good skunk!!"" After graduating from North Dallas High School in 1927, Avery moved to Southern California in 1929 and got a job in the harbor. After showing samples of his artwork he got a job at Walter Lantz Studios in 1929 as animator. His contributions during the years at Walter Lantz Studios were minor. From 1936 to 1941 he worked as supervisor - another word for cartoon director - of some 60 titles in the Merrie Melodies and Looney Tunes series for Leon Schlesinger at Warner's. From 1942 to 1954 Avery worked as director of cartoons at MGM. He was responsible for practically every MGM Cartoon that did not feature Tom and Jerry. In 1955 he did four cartoons, again for Walter Lantz Studios, before leaving the field for advertising, where, alas, his unique sense of humor went largely unappreciated, but primarily because commercials are not credited for the viewing audience (perhaps his best known commercial work was for Raid bug spray, which always featured the cartoon bugs screaming ""Raid!"" before getting smashed.)  Among the many cartoon characters Avery created are Daffy Duck, Droopy, Screwy Squirrel, George and Junior and Chilly Willy. Tex Avery is also credited with creating the basic personality of Bugs Bunny. He was the one who coined the phrase ""What's up, Doc?"""
nm5998631	Lay Jin Ong					director|producer|writer		Lay Jin Ong is known for Abang Adik (2023), In My Heart (2018) and Miss Andy (2020).
nm18314820	Joe Bum Jin					director|producer|writer	https://m.media-amazon.com/images/M/MV5BOTM2OTU4NzktNDUwZi00ZWRmLWE1ZWUtOTg1MDM0YmM5NjBlXkEyXkFqcGc@._V1_.jpg	Joe Bum Jin is known for Aachi & Ssipak (2005) and Bastions (2023).
nm0326837	Steve Gomer					director|miscellaneous|producer	https://m.media-amazon.com/images/M/MV5BMjE0NjIxNDIyOV5BMl5BanBnXkFtZTgwMDc5Njg2NTE@._V1_.jpg	Steve Gomer is known for All Saints (2017), Sunset Park (1996) and Fly by Night (1992).
nm1435800	James Honeyborne					director|miscellaneous|producer		James Honeyborne is known for The Meerkats (2008), Blue Planet II (2017) and Africa (2013).
nm4057978	Michael Collins					director|producer|writer	https://m.media-amazon.com/images/M/MV5BMjE5NDYxMjA4M15BMl5BanBnXkFtZTcwMTU1NzAxNQ@@._V1_.jpg	"Michael is a two-time Emmy® Award nominated filmmaker and founder of Thoughtful Robot, a film production company committed to sharing stories that inspire, connect, and galvanize change. .  Michael's most recent film, Almost Sunrise premiered on PBS in November of 2017 and was nominated for an Emmy® Award in for Outstanding Current Affairs Documentary. Almost Sunrise, chronicles the transformative journey of two Iraq war veterans who set off on a 2,700 mile walk in order to save themselves from suicide. It's a story of hope and solutions, revealing the promise of holistic practices for healing. Almost Sunrise is the first film about ""moral injury"" and its connection to the suicide crisis. The film premiered at Telluride Mountainfilm in 2016 and has had more than 500 screenings across the U.S., winning 6 major awards including the Cine Golden Eagle Award. In recognition of the positive impact the film has had in society, it has been honored with media awards from government organization SAMHSA and the National Association of Social Workers.  In 2017 Michael directed Voices of Resilience, a 15-minute standalone short film that serves as a companion piece to Almost Sunrise. Voices of Resilience aired on PBS in November 2017 following the national broadcast of Almost Sunrise. Voices of Resilience follows the struggles of a diverse group of veterans - that of a young man from Colorado, and a young couple in Saipan (one of many remote islands in the Pacific) where enlistment rates tend to soar higher than any other community in the U.S. population. Ultimately, Voices of Resilience offers inspirational examples of veterans who are opening up to ancient practices of yoga and meditation, warriors who are searching - and finally finding themselves - on a path towards inner peace.  In 2011 Michael's film, Give Up Tomorrow, premiered at the Tribeca Film Festival and won the Audience Award and a Special Jury Prize for Best New Director. The film went on to screen in over 75 festivals in 40+ countries, winning 18 major awards including seven Audience Awards, four Human Rights Awards and the Activism Award at Michael Moore's Traverse City Film Festival. In 2012 Give Up Tomorrow was selected for the Puma Impact Award and was nominated for an Emmy® Award for Outstanding Investigative Journalism in 2013.  In 2005 Michael directed Caught in an Injustice, a one-hour documentary broadcast on Spanish National Television that received Special Mention at the 15th International TV3 Actual Awards. In 2010 Michael's short film, Gerthy's Roots, won the Belief Matters Award and was selected for the Media that Matters collection.  In September 2018, Michael served as the President of the Jury at the Flahertiana International Film Festival in Perm, Russia. They presented a retrospective of his work and he gave a workshop on ""Impact Distribution."" In May 2019, Michael served on the Telluride Mountainfilm jury where his film won the Moving Mountains Award 3 years earlier."
nm0249735	Allan Edwall	Johan Allan Edwall	1924-08-25	Rödön, Jämtlands län, Sweden	173	actor|director|writer	https://m.media-amazon.com/images/M/MV5BMTQyMTkwOTE2NV5BMl5BanBnXkFtZTcwMzc0MTc4Ng@@._V1_.jpg	Allan Edwall was born in a working class home in Jämtland, Sweden in 1924. His father was a trade-union man and a communist. 1949-52 he attended Stockholm's Royal Daramatic Theatre School. Through the years he made more than 400 parts in theater, film, television and radio. He was also a director, an author, a composer and a singer. On records he sang his own songs where he attacked the injustices in our society. From 1986 and for the remaining years he ran his own theater 'Brunnsgatan 4' in Stockholm, where he did everything by himself, from acting to selling tickets.
nm3507706	Neil Rowe					director|visual_effects|writer		Neil Rowe is an award winning freelance VFX artist and filmmaker best known for Robot World and Alien Outbreak. As a visual effects artist Neil has won numerous awards within this field namely: Best VFX at Other Worlds Austin Film Festival, Best feature film at the Berlin Sci Fi film festival in 2020, and Best VFX - honourable mention at Los Angeles Film Festival 2021.  Neil was born in Exeter, Devon, England on 23rd January 1980 and is the founder of production and VFX company Rendered Pictures which he formed with his wife Amanda Rowe in 2015.  Neil began his career as a 3D Animator and worked as a 'lead technical artist' for over 13 years before moving in to visual effects and film making. Neil is a sought after visual effects artist who has worked on numerous films around the world and has a vast knowledge and experience.  Neil's' first venture in to film making was in 2009 when he wrote and directed a short film entitled Half Asleep which was entered in to the virgin media shorts film festival.  In March 2015 Neil set up his own film production studio and VFX studio called Rendered Pictures. Robot World (working title Reconnoiter) is the companies first feature length film which was written/produced and directed by Neil. Robot world has won numerous awards most notably best feature at the Unreal film festival in Memphis and best director at Hyperdrive film festival, UK best VFX award at the Other Worlds Austin festival and obtained final selection status at the Deep Fried Film Festival in the UK and Boston Sci Fi Festival.  In February 2020 Neil's second feature film, Alien Outbreak, was released in the USA and subsequently throughout other territories. Alien Outbreak is a sci fi horror feature film with whom he worked on with his wife and older brother Ian Rowe. Alien Outbreak has also seen notable successes winning best feature at the Berlin Sci Fi Festival in 2020 and at the Horror Showfest 2021. It also reached the official selection at the Horror Hound Film Festival 2020 and Scare - a - Con Film Festival, France and most recently won best director at the Caligari International Horror Film Festival 2021.  As well as writing/producing and directing Neil provides visual effects for other filmmakers. Neil has also won awards for his visual effects on other projects.
nm1630563	Jeff Reichert					cinematographer|director|producer	https://m.media-amazon.com/images/M/MV5BMjI5ODM2ODA4MV5BMl5BanBnXkFtZTgwNjcyNTg0MTE@._V1_.jpg	Jeff Reichert is an Academy Award-winning filmmaker who lives in Brooklyn. His films as a director include the feature documentaries Gerrymandering (Tribeca Film Festival 2010), Remote Area Medical (Full Frame 2013), This Time Next Year (Tribeca Film Festival 2014), and the fiction-documentary hybrid Feast of the Epiphany (BAMcinemaFest 2018), and the shorts Kombit (Sundance 2014), Nobody Loves Me (Camden 2017), American Carnage (Field of Vision 2017) and To Be Queen (Tribeca 2019). He also produced Steven Bognar and Julia Reichert's American Factory for which he won the Academy Award for Best Documentary Feature. He is a Peabody Award nominee and his work has been awarded the Film Independent Spirit Award, Gotham Award and Cinema Eye (all for Best Documentary) among other honors. He is also the co-founder and editor of the online film journal Reverse Shot (est. 2003), now a publication of Museum of the Moving Image, and has written for numerous publications including Film Comment, Filmmaker, Huffington Post, and Indiewire.
nm0441525	Dinos Katsouridis		1927	Lefkosia, Cyprus		cinematographer|director|editor	https://m.media-amazon.com/images/M/MV5BMTNmMzA1MDItNTZkZS00OGI3LWI3NDItMzVhMDJkMGY5ODdiXkEyXkFqcGc@._V1_.jpg	Dinos Katsouridis was born in 1927 in Lefkosia, Cyprus. He was an editor and cinematographer, known for Ti ekanes ston polemo Thanasi (1971), Adistaktoi (1965) and Anna's Engagement (1972). He died on 28 November 2011 in Athens, Greece.
nm1824726	Bob Swerer Jr.					cinematographer|director|producer		Bob Swerer Jr. is known for Alone in the Wilderness Part II (2011), Alaska: Silence & Solitude (2005) and Alone in the Wilderness (2004).
nm2531261	Sofia Alvarez					director|miscellaneous|writer	https://m.media-amazon.com/images/M/MV5BNmY5MzM2NzUtZTEwZi00NzhkLTg0MjItYmY4ODk5OGE5MjgzXkEyXkFqcGc@._V1_.jpg	Sofia Alvarez is known for To All the Boys: P.S. I Still Love You (2020), To All the Boys I've Loved Before (2018) and Along for the Ride (2022).
nm0440913	Mathieu Kassovitz		1967-08-03	Paris, France	174	actor|director|writer	https://m.media-amazon.com/images/M/MV5BMzIwMzIzMzE3NF5BMl5BanBnXkFtZTYwNzcwODU1._V1_.jpg	Mathieu Kassovitz was born on 3 August 1967 in Paris, France. He is an actor and director, known for Amélie (2001), La haine (1995) and The Fifth Element (1997).
nm0695629	Doug Pray					director|editor|producer	https://m.media-amazon.com/images/M/MV5BOTAwMjdlYzMtNTA3Zi00Mzk0LTg1ZGYtMjExYzk5ZjgwMzJjXkEyXkFqcGc@._V1_CR1124,0,2016,3024_.jpg	Doug Pray is best known as a director of feature documentary films about American subcultures and maverick individuals. He has also directed short films and documentary-style commercials for a wide range of major clients and causes. The youngest of four boys, Doug was born in Denver, Colorado, and grew up in Madison, Wisconsin, where his father was a geology professor at the UW. His mother was a choir director and painter. Doug lives in Los Angeles, California, with his wife and two children. He received a BA in sociology from Colorado College and an MFA from the UCLA School of Film and Television. His debut film was the highly acclaimed portrait of the Seattle music scene, Hype! (1996) which premiered at the Sundance Film Festival and inspired him to continue working in the documentary form. He recently wrote, edited, and executive produced The Defiant Ones (2017), a television documentary mini-series that aired on HBO and garnered a Grammy Award and five Emmy nominations.
nm2210071	Don Sikorski					director|producer|writer		Don Sikorski is known for BMF: The Rise and Fall of a Hip-Hop Drug Empire (2012), The Infiltrator (2016) and Article 32 (2009).
nm13395262	Tokio Igarashi					assistant_director|director		Tokio Igarashi is known for Attack on Titan (2013), Vinland Saga (2019) and Maboroshi (2023).
